HOG	OG	Gene Tree Parent Clade	AspNid.pep	ConCor.proteins	SacCer.proteins	ggMorZona1.proteins	ggMucLanc1.proteins	ggRhiOryz1.proteins	gzAbsCyli1.proteins	gzAbsGlau1.proteins	gzCunBlak1.proteins	gzCunEchi1.proteins	gzLicCory1.proteins	gzLinHyal1.proteins	gzMorAlpi1.proteins	gzMucCirc1.proteins	gzMucCirc2.proteins	gzMucFrag1.proteins	gzMucHiem1.proteins	gzMucPlum2.proteins	gzPodHuml1.proteins	gzRhiMicr1.proteins	gzRhiStol1.proteins	gzUmbIsab1.proteins	gzUmbRama1.proteins	gzUmbVina1.proteins
N13.HOG0000539	OG0000040	n1						GGRHOR1EN_009037														GZRHMI1EN_002437				
N13.HOG0000540	OG0000040	n39						GGRHOR1EN_003140, GGRHOR1EN_005852														GZRHMI1EN_001331	GZRHST1EN_000854, GZRHST1EN_005545			
N13.HOG0000541	OG0000040	n56						GGRHOR1EN_002076														GZRHMI1EN_004059	GZRHST1EN_000696			
N13.HOG0000542	OG0000040	n68						GGRHOR1EN_011468														GZRHMI1EN_005832	GZRHST1EN_003319			
N13.HOG0000543	OG0000040	n89						GGRHOR1EN_004570, GGRHOR1EN_001334														GZRHMI1EN_007743	GZRHST1EN_004530, GZRHST1EN_010967			
N13.HOG0000544	OG0000040	n99						GGRHOR1EN_006456														GZRHMI1EN_003935				
N13.HOG0000545	OG0000040	n123						GGRHOR1EN_005853																		
N13.HOG0000546	OG0000040	n129						GGRHOR1EN_009948																		
N13.HOG0000547	OG0000040	n133																				GZRHMI1EN_010056				
N13.HOG0000548	OG0000040	n140																					GZRHST1EN_010275			
N13.HOG0000549	OG0000042	n11						GGRHOR1EN_001212														GZRHMI1EN_008661	GZRHST1EN_003089			
N13.HOG0000550	OG0000042	n25						GGRHOR1EN_007463, GGRHOR1EN_003785														GZRHMI1EN_000782	GZRHST1EN_008281, GZRHST1EN_000183			
N13.HOG0000551	OG0000042	n45						GGRHOR1EN_008639, GGRHOR1EN_007010														GZRHMI1EN_003563	GZRHST1EN_003541, GZRHST1EN_007612			
N13.HOG0000552	OG0000042	n63						GGRHOR1EN_000438															GZRHST1EN_000701			
N13.HOG0000553	OG0000042	n78						GGRHOR1EN_000700, GGRHOR1EN_006510														GZRHMI1EN_001147	GZRHST1EN_011985, GZRHST1EN_008184			
N13.HOG0000554	OG0000042	n101						GGRHOR1EN_013557														GZRHMI1EN_002087	GZRHST1EN_002581			
N13.HOG0000555	OG0000042	n117																				GZRHMI1EN_007127				
N13.HOG0000556	OG0000042	n128																				GZRHMI1EN_005792, GZRHMI1EN_000781	GZRHST1EN_000182			
N13.HOG0000557	OG0000043	n11						GGRHOR1EN_002943, GGRHOR1EN_003638, GGRHOR1EN_010051, GGRHOR1EN_002890, GGRHOR1EN_002926, GGRHOR1EN_003024, GGRHOR1EN_010009, GGRHOR1EN_010008, GGRHOR1EN_003025, GGRHOR1EN_002967, GGRHOR1EN_009727, GGRHOR1EN_004783														GZRHMI1EN_005416	GZRHST1EN_009710, GZRHST1EN_011415, GZRHST1EN_001203			
N13.HOG0000558	OG0000043	n47																					GZRHST1EN_004735			
N13.HOG0000559	OG0000044	n1						GGRHOR1EN_012391, GGRHOR1EN_002449														GZRHMI1EN_005993	GZRHST1EN_006413			
N13.HOG0000560	OG0000044	n31						GGRHOR1EN_000297, GGRHOR1EN_006790, GGRHOR1EN_006660, GGRHOR1EN_008264														GZRHMI1EN_003719, GZRHMI1EN_003587	GZRHST1EN_008570, GZRHST1EN_011027, GZRHST1EN_007123			
N13.HOG0000561	OG0000044	n88						GGRHOR1EN_001221, GGRHOR1EN_008012														GZRHMI1EN_001720	GZRHST1EN_003667, GZRHST1EN_010329			
N13.HOG0000562	OG0000044	n113						GGRHOR1EN_006306														GZRHMI1EN_009041	GZRHST1EN_009202, GZRHST1EN_008268			
N13.HOG0000563	OG0000044	n130						GGRHOR1EN_005114																		
N13.HOG0000564	OG0000045	n25						GGRHOR1EN_004232, GGRHOR1EN_006598														GZRHMI1EN_005265	GZRHST1EN_001888, GZRHST1EN_012432			
N13.HOG0000565	OG0000045	n47						GGRHOR1EN_002734														GZRHMI1EN_006609	GZRHST1EN_010710			
N13.HOG0000566	OG0000045	n63						GGRHOR1EN_002733, GGRHOR1EN_001603, GGRHOR1EN_001621															GZRHST1EN_010483, GZRHST1EN_004800			
N13.HOG0000567	OG0000045	n77						GGRHOR1EN_011404														GZRHMI1EN_002898	GZRHST1EN_011277			
N13.HOG0000568	OG0000045	n119																				GZRHMI1EN_005849	GZRHST1EN_000748			
N13.HOG0000569	OG0000045	n120																				GZRHMI1EN_001500, GZRHMI1EN_010265	GZRHST1EN_010803, GZRHST1EN_010804			
N13.HOG0000570	OG0000045	n123																				GZRHMI1EN_008622, GZRHMI1EN_008623, GZRHMI1EN_009217	GZRHST1EN_000747			
N13.HOG0000571	OG0000046	n39						GGRHOR1EN_001016														GZRHMI1EN_006822	GZRHST1EN_012789			
N13.HOG0000572	OG0000046	n59						GGRHOR1EN_013300														GZRHMI1EN_009901	GZRHST1EN_009906			
N13.HOG0000573	OG0000046	n99						GGRHOR1EN_002322, GGRHOR1EN_011900														GZRHMI1EN_002770	GZRHST1EN_002735, GZRHST1EN_006630			
N13.HOG0000574	OG0000046	n117						GGRHOR1EN_009924, GGRHOR1EN_001414														GZRHMI1EN_010105	GZRHST1EN_003695, GZRHST1EN_012020			
N13.HOG0000575	OG0000047	n46						GGRHOR1EN_004311, GGRHOR1EN_003768, GGRHOR1EN_007515														GZRHMI1EN_006636	GZRHST1EN_009631, GZRHST1EN_008445			
N13.HOG0000576	OG0000047	n88						GGRHOR1EN_003227														GZRHMI1EN_001320				
N13.HOG0000577	OG0000047	n103																					GZRHST1EN_010535			
N13.HOG0000578	OG0000047	n108																					GZRHST1EN_008149			
N13.HOG0000579	OG0000047	n120																					GZRHST1EN_010534			
N13.HOG0000580	OG0000048	n9						GGRHOR1EN_000589, GGRHOR1EN_004837, GGRHOR1EN_004824, GGRHOR1EN_004836, GGRHOR1EN_010784														GZRHMI1EN_006100	GZRHST1EN_13176, GZRHST1EN_13163			
N13.HOG0000581	OG0000048	n22						GGRHOR1EN_006546, GGRHOR1EN_012407, GGRHOR1EN_012410														GZRHMI1EN_003008, GZRHMI1EN_002989, GZRHMI1EN_006446, GZRHMI1EN_009382	GZRHST1EN_006460, GZRHST1EN_13122			
N13.HOG0000582	OG0000049	n45						GGRHOR1EN_013856														GZRHMI1EN_009059	GZRHST1EN_005003			
N13.HOG0000583	OG0000049	n70						GGRHOR1EN_005798, GGRHOR1EN_009673														GZRHMI1EN_001270	GZRHST1EN_005879			
N13.HOG0000584	OG0000049	n85						GGRHOR1EN_002458, GGRHOR1EN_012406														GZRHMI1EN_002900	GZRHST1EN_006701			
N13.HOG0000585	OG0000049	n95																					GZRHST1EN_001010			
N13.HOG0000586	OG0000049	n120						GGRHOR1EN_007468														GZRHMI1EN_000788	GZRHST1EN_009128, GZRHST1EN_009075			
N13.HOG0000587	OG0000049	n134						GGRHOR1EN_005604														GZRHMI1EN_009057	GZRHST1EN_010518			
N13.HOG0000588	OG0000050	n12						GGRHOR1EN_001515														GZRHMI1EN_010121	GZRHST1EN_012690			
N13.HOG0000589	OG0000050	n20						GGRHOR1EN_009607, GGRHOR1EN_003008														GZRHMI1EN_008117	GZRHST1EN_002231, GZRHST1EN_007508			
N13.HOG0000590	OG0000050	n36						GGRHOR1EN_012928, GGRHOR1EN_005402														GZRHMI1EN_003131	GZRHST1EN_005269, GZRHST1EN_010568			
N13.HOG0000591	OG0000050	n64						GGRHOR1EN_013074, GGRHOR1EN_009211														GZRHMI1EN_002672	GZRHST1EN_001430, GZRHST1EN_005516			
N13.HOG0000592	OG0000050	n92						GGRHOR1EN_007732, GGRHOR1EN_013378														GZRHMI1EN_000962	GZRHST1EN_012446, GZRHST1EN_002661			
N13.HOG0000593	OG0000050	n111						GGRHOR1EN_005071														GZRHMI1EN_006551	GZRHST1EN_008552			
N13.HOG0000594	OG0000051	n2						GGRHOR1EN_000720																		
N13.HOG0000595	OG0000051	n31						GGRHOR1EN_14037														GZRHMI1EN_10733				
N13.HOG0000596	OG0000051	n34						GGRHOR1EN_14195, GGRHOR1EN_14171, GGRHOR1EN_14242, GGRHOR1EN_14194																		
N13.HOG0000597	OG0000051	n39						GGRHOR1EN_14145, GGRHOR1EN_14157																		
N13.HOG0000598	OG0000051	n48						GGRHOR1EN_005424, GGRHOR1EN_14172, GGRHOR1EN_012514														GZRHMI1EN_000589	GZRHST1EN_000001, GZRHST1EN_012924			
N13.HOG0000599	OG0000051	n53						GGRHOR1EN_008884, GGRHOR1EN_008887, GGRHOR1EN_14109, GGRHOR1EN_14124, GGRHOR1EN_14265, GGRHOR1EN_14113, GGRHOR1EN_14196, GGRHOR1EN_14186														GZRHMI1EN_003562				
N13.HOG0000600	OG0000051	n66						GGRHOR1EN_14251														GZRHMI1EN_005352, GZRHMI1EN_000478, GZRHMI1EN_000479				
N13.HOG0000601	OG0000051	n75																				GZRHMI1EN_007870, GZRHMI1EN_002920				
N13.HOG0000602	OG0000051	n80						GGRHOR1EN_013420, GGRHOR1EN_012755, GGRHOR1EN_011108															GZRHST1EN_000303			
N13.HOG0000603	OG0000051	n88						GGRHOR1EN_002880																		
N13.HOG0000604	OG0000051	n91						GGRHOR1EN_008898, GGRHOR1EN_000716																		
N13.HOG0000605	OG0000051	n94						GGRHOR1EN_002295, GGRHOR1EN_006558																		
N13.HOG0000606	OG0000051	n105						GGRHOR1EN_14047, GGRHOR1EN_14067, GGRHOR1EN_14219, GGRHOR1EN_14268, GGRHOR1EN_14128															GZRHST1EN_13165, GZRHST1EN_13239, GZRHST1EN_13103, GZRHST1EN_13166, GZRHST1EN_13241, GZRHST1EN_13242, GZRHST1EN_13243, GZRHST1EN_13207, GZRHST1EN_13244			
N13.HOG0000607	OG0000051	n123						GGRHOR1EN_010870															GZRHST1EN_13240			
N13.HOG0000608	OG0000051	n127						GGRHOR1EN_005801																		
N13.HOG0000609	OG0000051	n129																					GZRHST1EN_007545			
N13.HOG0000610	OG0000052	n26						GGRHOR1EN_008315, GGRHOR1EN_006691														GZRHMI1EN_003912	GZRHST1EN_002930, GZRHST1EN_007149			
N13.HOG0000611	OG0000052	n85																				GZRHMI1EN_009300	GZRHST1EN_002747			
N13.HOG0000612	OG0000052	n93						GGRHOR1EN_003886, GGRHOR1EN_010485														GZRHMI1EN_000223	GZRHST1EN_007408, GZRHST1EN_003258			
N13.HOG0000613	OG0000052	n105						GGRHOR1EN_008704, GGRHOR1EN_003493														GZRHMI1EN_004511	GZRHST1EN_009437, GZRHST1EN_009436, GZRHST1EN_008833			
N13.HOG0000614	OG0000052	n116						GGRHOR1EN_002752, GGRHOR1EN_001744														GZRHMI1EN_006573	GZRHST1EN_006385			
N13.HOG0000615	OG0000053	n35						GGRHOR1EN_011921														GZRHMI1EN_006062	GZRHST1EN_001395, GZRHST1EN_010228			
N13.HOG0000616	OG0000053	n44						GGRHOR1EN_000756														GZRHMI1EN_001119				
N13.HOG0000617	OG0000053	n56																				GZRHMI1EN_001784	GZRHST1EN_008131			
N13.HOG0000618	OG0000054	n4						GGRHOR1EN_000899, GGRHOR1EN_012075, GGRHOR1EN_009916														GZRHMI1EN_010057	GZRHST1EN_003296, GZRHST1EN_010276, GZRHST1EN_005582			
N13.HOG0000619	OG0000054	n24						GGRHOR1EN_003679, GGRHOR1EN_010185														GZRHMI1EN_006965	GZRHST1EN_000286, GZRHST1EN_008808			
N13.HOG0000620	OG0000054	n47						GGRHOR1EN_008513, GGRHOR1EN_008971														GZRHMI1EN_009413	GZRHST1EN_001920, GZRHST1EN_007604			
N13.HOG0000621	OG0000054	n86						GGRHOR1EN_007370														GZRHMI1EN_007630	GZRHST1EN_007364			
N13.HOG0000622	OG0000054	n94						GGRHOR1EN_004690, GGRHOR1EN_001375														GZRHMI1EN_007389	GZRHST1EN_004573, GZRHST1EN_011507			
N13.HOG0000623	OG0000055	n33						GGRHOR1EN_011052, GGRHOR1EN_005206, GGRHOR1EN_005191														GZRHMI1EN_009090	GZRHST1EN_004966, GZRHST1EN_004750			
N13.HOG0000624	OG0000055	n45																					GZRHST1EN_004407			
N13.HOG0000625	OG0000055	n51						GGRHOR1EN_002764														GZRHMI1EN_000057	GZRHST1EN_008835, GZRHST1EN_008834, GZRHST1EN_006135, GZRHST1EN_006137, GZRHST1EN_006134, GZRHST1EN_009960			
N13.HOG0000626	OG0000055	n78						GGRHOR1EN_005078, GGRHOR1EN_003461, GGRHOR1EN_004445, GGRHOR1EN_004490, GGRHOR1EN_013566, GGRHOR1EN_000738, GGRHOR1EN_002919														GZRHMI1EN_003830, GZRHMI1EN_007250, GZRHMI1EN_002792, GZRHMI1EN_003732	GZRHST1EN_012650			
N13.HOG0000627	OG0000056	n26						GGRHOR1EN_009078														GZRHMI1EN_000729	GZRHST1EN_003408, GZRHST1EN_000872, GZRHST1EN_000871			
N13.HOG0000628	OG0000056	n39																				GZRHMI1EN_000726				
N13.HOG0000629	OG0000056	n51						GGRHOR1EN_006055, GGRHOR1EN_006072														GZRHMI1EN_004227, GZRHMI1EN_008367, GZRHMI1EN_008271, GZRHMI1EN_008261, GZRHMI1EN_004226	GZRHST1EN_001581			
N13.HOG0000630	OG0000056	n60						GGRHOR1EN_010734, GGRHOR1EN_010742, GGRHOR1EN_011271, GGRHOR1EN_001369, GGRHOR1EN_011635, GGRHOR1EN_010711, GGRHOR1EN_010638														GZRHMI1EN_007578	GZRHST1EN_007802, GZRHST1EN_007800, GZRHST1EN_012237, GZRHST1EN_003823			
N13.HOG0000631	OG0000056	n71						GGRHOR1EN_001879, GGRHOR1EN_001882														GZRHMI1EN_008940	GZRHST1EN_006322			
N13.HOG0000632	OG0000056	n107						GGRHOR1EN_006020, GGRHOR1EN_003206														GZRHMI1EN_001307	GZRHST1EN_001066, GZRHST1EN_007924			
N13.HOG0000633	OG0000058	n9						GGRHOR1EN_003368														GZRHMI1EN_004167	GZRHST1EN_000959			
N13.HOG0000634	OG0000058	n26						GGRHOR1EN_001631, GGRHOR1EN_002557														GZRHMI1EN_008907	GZRHST1EN_006686, GZRHST1EN_006079			
N13.HOG0000635	OG0000058	n47						GGRHOR1EN_006776, GGRHOR1EN_008290														GZRHMI1EN_005189	GZRHST1EN_010945, GZRHST1EN_003868, GZRHST1EN_003867			
N13.HOG0000636	OG0000058	n67						GGRHOR1EN_005295														GZRHMI1EN_008109	GZRHST1EN_010419			
N13.HOG0000637	OG0000058	n97						GGRHOR1EN_010302														GZRHMI1EN_004814	GZRHST1EN_002846			
N13.HOG0000638	OG0000058	n116						GGRHOR1EN_012969																		
N13.HOG0000639	OG0000058	n117						GGRHOR1EN_012970														GZRHMI1EN_006990	GZRHST1EN_007266			
N13.HOG0000640	OG0000059	n13						GGRHOR1EN_000519														GZRHMI1EN_009824	GZRHST1EN_005107			
N13.HOG0000641	OG0000059	n22						GGRHOR1EN_013774														GZRHMI1EN_005741	GZRHST1EN_008039			
N13.HOG0000642	OG0000059	n59																					GZRHST1EN_005250, GZRHST1EN_011787			
N13.HOG0000643	OG0000059	n62						GGRHOR1EN_001141, GGRHOR1EN_000319														GZRHMI1EN_010379	GZRHST1EN_012763			
N13.HOG0000644	OG0000059	n91						GGRHOR1EN_012554																		
N13.HOG0000645	OG0000059	n99						GGRHOR1EN_012686														GZRHMI1EN_004028	GZRHST1EN_005251			
N13.HOG0000646	OG0000059	n119						GGRHOR1EN_012811																		
N13.HOG0000647	OG0000060	n10						GGRHOR1EN_003230														GZRHMI1EN_001316	GZRHST1EN_008128			
N13.HOG0000648	OG0000060	n18						GGRHOR1EN_009403, GGRHOR1EN_009708														GZRHMI1EN_003820	GZRHST1EN_000263			
N13.HOG0000649	OG0000060	n31						GGRHOR1EN_010979														GZRHMI1EN_002375, GZRHMI1EN_001062	GZRHST1EN_009730			
N13.HOG0000650	OG0000060	n51						GGRHOR1EN_005357														GZRHMI1EN_006291	GZRHST1EN_010805			
N13.HOG0000651	OG0000060	n69						GGRHOR1EN_002189														GZRHMI1EN_002148	GZRHST1EN_009226			
N13.HOG0000652	OG0000060	n88						GGRHOR1EN_006972															GZRHST1EN_006480			
N13.HOG0000653	OG0000060	n109						GGRHOR1EN_011160														GZRHMI1EN_005732	GZRHST1EN_003335			
N13.HOG0000654	OG0000061	n2						GGRHOR1EN_009057, GGRHOR1EN_013764, GGRHOR1EN_001869														GZRHMI1EN_010409, GZRHMI1EN_003224, GZRHMI1EN_002151, GZRHMI1EN_004529, GZRHMI1EN_001315, GZRHMI1EN_001043, GZRHMI1EN_001016, GZRHMI1EN_001412	GZRHST1EN_13167			
N13.HOG0000655	OG0000061	n34																				GZRHMI1EN_004678, GZRHMI1EN_008220, GZRHMI1EN_000278				
N13.HOG0000656	OG0000061	n37																				GZRHMI1EN_008664, GZRHMI1EN_000092, GZRHMI1EN_005044				
N13.HOG0000657	OG0000061	n42																				GZRHMI1EN_002150, GZRHMI1EN_004530				
N13.HOG0000658	OG0000061	n45						GGRHOR1EN_003250, GGRHOR1EN_013474, GGRHOR1EN_001868, GGRHOR1EN_007030, GGRHOR1EN_007003, GGRHOR1EN_006950, GGRHOR1EN_010052, GGRHOR1EN_010093, GGRHOR1EN_009776, GGRHOR1EN_003149, GGRHOR1EN_005889, GGRHOR1EN_003868, GGRHOR1EN_011226, GGRHOR1EN_003251, GGRHOR1EN_009885, GGRHOR1EN_005890, GGRHOR1EN_001370														GZRHMI1EN_005957, GZRHMI1EN_009738				
N13.HOG0000659	OG0000061	n67																				GZRHMI1EN_001076, GZRHMI1EN_008132, GZRHMI1EN_002182				
N13.HOG0000660	OG0000061	n74																				GZRHMI1EN_007148, GZRHMI1EN_006987, GZRHMI1EN_009660, GZRHMI1EN_006767				
N13.HOG0000661	OG0000061	n108																					GZRHST1EN_012008, GZRHST1EN_004162, GZRHST1EN_004519			
N13.HOG0000662	OG0000061	n111																				GZRHMI1EN_002633				
N13.HOG0000663	OG0000061	n113																				GZRHMI1EN_008131, GZRHMI1EN_000277				
N13.HOG0000664	OG0000062	n1						GGRHOR1EN_001504, GGRHOR1EN_008093														GZRHMI1EN_008725	GZRHST1EN_007661, GZRHST1EN_007659, GZRHST1EN_002375			
N13.HOG0000665	OG0000062	n70						GGRHOR1EN_001723														GZRHMI1EN_002933	GZRHST1EN_006397			
N13.HOG0000666	OG0000063	n38						GGRHOR1EN_006904														GZRHMI1EN_001051	GZRHST1EN_006493			
N13.HOG0000667	OG0000063	n54						GGRHOR1EN_007326, GGRHOR1EN_007589														GZRHMI1EN_006696	GZRHST1EN_006219			
N13.HOG0000668	OG0000063	n75						GGRHOR1EN_012898														GZRHMI1EN_004256, GZRHMI1EN_004608				
N13.HOG0000669	OG0000064	n13						GGRHOR1EN_000157, GGRHOR1EN_009254														GZRHMI1EN_010040	GZRHST1EN_002720, GZRHST1EN_006036			
N13.HOG0000670	OG0000064	n43						GGRHOR1EN_001078															GZRHST1EN_003422, GZRHST1EN_002301			
N13.HOG0000671	OG0000064	n54						GGRHOR1EN_008161														GZRHMI1EN_010181	GZRHST1EN_002300			
N13.HOG0000672	OG0000064	n68						GGRHOR1EN_009857, GGRHOR1EN_002941														GZRHMI1EN_001984	GZRHST1EN_010153, GZRHST1EN_005143			
N13.HOG0000673	OG0000064	n90						GGRHOR1EN_003861, GGRHOR1EN_004224, GGRHOR1EN_004215														GZRHMI1EN_000073	GZRHST1EN_003228			
N13.HOG0000674	OG0000065	n14																				GZRHMI1EN_000046	GZRHST1EN_007727			
N13.HOG0000675	OG0000065	n30						GGRHOR1EN_004396, GGRHOR1EN_010639														GZRHMI1EN_007577	GZRHST1EN_003822, GZRHST1EN_010901			
N13.HOG0000676	OG0000065	n45						GGRHOR1EN_002834, GGRHOR1EN_012505																		
N13.HOG0000677	OG0000065	n51						GGRHOR1EN_000191, GGRHOR1EN_001491														GZRHMI1EN_010125	GZRHST1EN_002030, GZRHST1EN_012756			
N13.HOG0000678	OG0000065	n69						GGRHOR1EN_000453, GGRHOR1EN_008655														GZRHMI1EN_004907	GZRHST1EN_003567, GZRHST1EN_008243			
N13.HOG0000679	OG0000065	n89						GGRHOR1EN_000921														GZRHMI1EN_008807	GZRHST1EN_012835, GZRHST1EN_002209			
N13.HOG0000680	OG0000065	n102						GGRHOR1EN_006536														GZRHMI1EN_001136	GZRHST1EN_008196			
N13.HOG0000681	OG0000066	n2						GGRHOR1EN_011218														GZRHMI1EN_005560	GZRHST1EN_003384			
N13.HOG0000682	OG0000066	n35						GGRHOR1EN_012436, GGRHOR1EN_002581														GZRHMI1EN_006763	GZRHST1EN_006602, GZRHST1EN_000986			
N13.HOG0000683	OG0000066	n67						GGRHOR1EN_009102, GGRHOR1EN_007238														GZRHMI1EN_006672	GZRHST1EN_008927, GZRHST1EN_000441			
N13.HOG0000684	OG0000066	n95						GGRHOR1EN_005491, GGRHOR1EN_011075														GZRHMI1EN_009156	GZRHST1EN_012547			
N13.HOG0000685	OG0000066	n98						GGRHOR1EN_002553														GZRHMI1EN_008915	GZRHST1EN_006075			
N13.HOG0000686	OG0000067	n2						GGRHOR1EN_001894, GGRHOR1EN_002525														GZRHMI1EN_008849	GZRHST1EN_006407, GZRHST1EN_006053			
N13.HOG0000687	OG0000067	n28						GGRHOR1EN_001769, GGRHOR1EN_006463														GZRHMI1EN_002286	GZRHST1EN_002689, GZRHST1EN_005399			
N13.HOG0000688	OG0000067	n50						GGRHOR1EN_005009														GZRHMI1EN_004428	GZRHST1EN_008995			
N13.HOG0000689	OG0000067	n52						GGRHOR1EN_005008, GGRHOR1EN_011772														GZRHMI1EN_004431	GZRHST1EN_002888, GZRHST1EN_000164, GZRHST1EN_000160			
N13.HOG0000690	OG0000067	n74						GGRHOR1EN_001893, GGRHOR1EN_002511														GZRHMI1EN_008936	GZRHST1EN_006174			
N13.HOG0000691	OG0000067	n92						GGRHOR1EN_008713														GZRHMI1EN_001435	GZRHST1EN_009405			
N13.HOG0000692	OG0000067	n104						GGRHOR1EN_013758														GZRHMI1EN_005601	GZRHST1EN_010583, GZRHST1EN_010479			
N13.HOG0000693	OG0000068	n56						GGRHOR1EN_009590, GGRHOR1EN_005865														GZRHMI1EN_001422	GZRHST1EN_005834, GZRHST1EN_001444			
N13.HOG0000694	OG0000068	n88						GGRHOR1EN_006171, GGRHOR1EN_004994														GZRHMI1EN_004457	GZRHST1EN_000385, GZRHST1EN_008830			
N13.HOG0000695	OG0000069	n22						GGRHOR1EN_010692														GZRHMI1EN_005502	GZRHST1EN_001344			
N13.HOG0000696	OG0000069	n31						GGRHOR1EN_004765														GZRHMI1EN_005444				
N13.HOG0000697	OG0000069	n48						GGRHOR1EN_012134, GGRHOR1EN_011532														GZRHMI1EN_008041	GZRHST1EN_010332, GZRHST1EN_010333, GZRHST1EN_004037, GZRHST1EN_001321			
N13.HOG0000698	OG0000069	n73						GGRHOR1EN_011501														GZRHMI1EN_005739	GZRHST1EN_001161			
N13.HOG0000699	OG0000069	n85						GGRHOR1EN_010695														GZRHMI1EN_005507	GZRHST1EN_001348			
N13.HOG0000700	OG0000069	n99						GGRHOR1EN_012443														GZRHMI1EN_006457	GZRHST1EN_006592			
N13.HOG0000701	OG0000069	n117																					GZRHST1EN_001666, GZRHST1EN_001665			
N13.HOG0000702	OG0000070	n6						GGRHOR1EN_004655														GZRHMI1EN_007034	GZRHST1EN_000046			
N13.HOG0000703	OG0000070	n26						GGRHOR1EN_013820, GGRHOR1EN_005500														GZRHMI1EN_009231	GZRHST1EN_011679			
N13.HOG0000704	OG0000071	n13						GGRHOR1EN_013121														GZRHMI1EN_001451	GZRHST1EN_005415			
N13.HOG0000705	OG0000071	n19						GGRHOR1EN_013455															GZRHST1EN_010731			
N13.HOG0000706	OG0000071	n21																					GZRHST1EN_010650			
N13.HOG0000707	OG0000071	n22						GGRHOR1EN_000945																		
N13.HOG0000708	OG0000071	n26						GGRHOR1EN_013931, GGRHOR1EN_010232, GGRHOR1EN_007681, GGRHOR1EN_013208, GGRHOR1EN_004358, GGRHOR1EN_013734															GZRHST1EN_005986, GZRHST1EN_011129, GZRHST1EN_001546, GZRHST1EN_001812, GZRHST1EN_008033, GZRHST1EN_002622			
N13.HOG0000709	OG0000071	n40						GGRHOR1EN_000160, GGRHOR1EN_14167															GZRHST1EN_007916			
N13.HOG0000710	OG0000071	n47						GGRHOR1EN_005582														GZRHMI1EN_002548				
N13.HOG0000711	OG0000071	n52																					GZRHST1EN_010845			
N13.HOG0000712	OG0000071	n53																					GZRHST1EN_002234			
N13.HOG0000713	OG0000071	n55						GGRHOR1EN_006005, GGRHOR1EN_009526														GZRHMI1EN_009564				
N13.HOG0000714	OG0000071	n65						GGRHOR1EN_005726														GZRHMI1EN_008537				
N13.HOG0000715	OG0000071	n69																				GZRHMI1EN_010023, GZRHMI1EN_006680				
N13.HOG0000716	OG0000071	n74						GGRHOR1EN_011260															GZRHST1EN_009961			
N13.HOG0000717	OG0000071	n78						GGRHOR1EN_011488															GZRHST1EN_008161			
N13.HOG0000718	OG0000071	n87						GGRHOR1EN_002288														GZRHMI1EN_006993				
N13.HOG0000719	OG0000071	n91																					GZRHST1EN_002233			
N13.HOG0000720	OG0000071	n92						GGRHOR1EN_004952															GZRHST1EN_004269, GZRHST1EN_000610			
N13.HOG0000721	OG0000071	n95																				GZRHMI1EN_008037, GZRHMI1EN_007299				
N13.HOG0000722	OG0000071	n98																					GZRHST1EN_001725			
N13.HOG0000723	OG0000071	n104						GGRHOR1EN_013278																		
N13.HOG0000724	OG0000071	n105						GGRHOR1EN_008530																		
N13.HOG0000725	OG0000071	n109						GGRHOR1EN_005923, GGRHOR1EN_013506																		
N13.HOG0000726	OG0000071	n113						GGRHOR1EN_002392																		
N13.HOG0000727	OG0000072	n15						GGRHOR1EN_013649														GZRHMI1EN_000940	GZRHST1EN_010943			
N13.HOG0000728	OG0000072	n54						GGRHOR1EN_003976, GGRHOR1EN_004764														GZRHMI1EN_005442	GZRHST1EN_001667, GZRHST1EN_010069			
N13.HOG0000729	OG0000072	n67						GGRHOR1EN_001802														GZRHMI1EN_003948	GZRHST1EN_006465			
N13.HOG0000730	OG0000072	n82						GGRHOR1EN_006425																		
N13.HOG0000731	OG0000072	n96						GGRHOR1EN_009021, GGRHOR1EN_007305														GZRHMI1EN_000668	GZRHST1EN_000799, GZRHST1EN_007320			
N13.HOG0000732	OG0000072	n107						GGRHOR1EN_013441, GGRHOR1EN_007853														GZRHMI1EN_002041	GZRHST1EN_001809, GZRHST1EN_009768			
N13.HOG0000733	OG0000073	n6																				GZRHMI1EN_007978				
N13.HOG0000734	OG0000073	n27						GGRHOR1EN_004956														GZRHMI1EN_000315	GZRHST1EN_008504			
N13.HOG0000735	OG0000073	n49						GGRHOR1EN_012145														GZRHMI1EN_007977	GZRHST1EN_004145			
N13.HOG0000736	OG0000073	n69						GGRHOR1EN_009047, GGRHOR1EN_009731														GZRHMI1EN_002456	GZRHST1EN_001523, GZRHST1EN_001655			
N13.HOG0000737	OG0000073	n90																				GZRHMI1EN_000242				
N13.HOG0000738	OG0000073	n96						GGRHOR1EN_010067, GGRHOR1EN_009893														GZRHMI1EN_000869	GZRHST1EN_004057, GZRHST1EN_010222			
N13.HOG0000739	OG0000073	n106						GGRHOR1EN_006303, GGRHOR1EN_005118														GZRHMI1EN_009046	GZRHST1EN_009206, GZRHST1EN_008271			
N13.HOG0000740	OG0000074	n1						GGRHOR1EN_005528, GGRHOR1EN_013221														GZRHMI1EN_009237	GZRHST1EN_011701, GZRHST1EN_004931			
N13.HOG0000741	OG0000074	n27						GGRHOR1EN_005680														GZRHMI1EN_010329				
